"","X","PRT_ID","AREA","INT_SQFT","DATE_SALE","DIST_MAINROAD","N_BEDROOM","N_BATHROOM","N_ROOM","SALE_COND","PARK_FACIL","DATE_BUILD","BUILDTYPE","UTILITY_AVAIL","STREET","REG_FEE","COMMIS","SALES_PRICE","YEAR_BUILD","YEAR_SOLD"
"6170",6170,"P05048","Velachery",1664,"09-05-2010",47,2,1,4,"Family","Yes","13-05-1995","Commercial","AllPub","Paved",428979,128694,14299300,"1995","2010"
"6171",6171,"P09142","Adyar",978,"22-03-2007",187,1,1,3,"Family","No","28-03-1982","Housing","No_Sew_Water","NoAccess",217702,34016,6803175,"1982","2007"
"6172",6172,"P01848","TNagar",1914,"28-01-2012",105,2,1,5,"Partial","Yes","01-02-1996","Housing","ELO","NoAccess",536363,147500,13409070,"1996","2012"
"6173",6173,"P09607","Velachery",1668,"20-07-2006",167,2,1,4,"Normal Sale","No","25-07-1984","Other","No_Sew_Water","Paved",316223,180699,9034940,"1984","2006"
"6174",6174,"P04317","Adyar",1205,"23-09-2010",106,2,2,4,"Family","No","24-09-2004","Commercial","No_Sew_Water","Paved",499782,114236,14279490,"2004","2010"
"6175",6175,"P05866","Karapakkam",685,"07-12-2009",73,1,1,2,"Family","No","12-12-1989","Housing","No_Sew_Water","Gravel",227740,51242,5693500,"1989","2009"
"6176",6176,"P01946","KK Nagar",2088,"10-01-2012",170,3,2,5,"Normal Sale","No","16-01-1985","Housing","AllPub","Gravel",463215,121318,11028940,"1985","2012"
"6177",6177,"P08559","Chromepet",1014,"08-11-2007",54,1,1,3,"Adj Land","Yes","11-11-1994","Other","No_Sew_Water","Paved",343748,53711,10742130,"1994","2007"
"6178",6178,"P00164","Chromepet",806,"31-10-2014",137,1,1,3,"Family","Yes","08-11-1980","Housing","No_Sew_Water","Gravel",210030,108905,7778900,"1980","2014"
"6179",6179,"P06386","Velachery",1545,"30-08-2009",157,2,1,4,"Family","Yes","05-09-1987","Other","ELO","Gravel",309593,154797,9674790,"1987","2009"
"6180",6180,"P02365","Chromepet",1045,"17-10-2011",90,1,1,3,"Family","No","19-10-2000","Commercial","No_Sew_Water","Gravel",432667,108167,13520850,"2000","2011"
"6181",6181,"P02026","TNagar",1951,"23-12-2011",122,2,1,5,"Normal Sale","Yes","03-01-1968","Other","ELO","NoAccess",461605,149343,13576610,"1968","2011"
"6182",6182,"P05838","Karapakkam",898,"12-12-2009",196,1,1,3,"Adj Land","No","21-12-1975","Other","AllPub","NoAccess",180749,41314,5164250,"1975","2009"
"6183",6183,"P03683","KK Nagar",2339,"01-02-2011",9,4,2,6,"Family","Yes","04-02-1997","Commercial","No_Sew_Water","Gravel",753187,263616,18829680,"1997","2011"
"6184",6184,"P04725","KK Nagar",2379,"10-07-2010",68,4,2,6,"Normal Sale","No","15-07-1989","Housing","No_Sew_Water","Paved",499658,154656,11896620,"1989","2010"
"6185",6185,"P04264","Karapakkam",1692,"03-10-2010",94,2,2,4,"Partial","Yes","05-10-2001","Housing","No_Sew_Water","Gravel",338870,119601,9966750,"2001","2010"
"6186",6186,"P01519","KK Nagar",2352,"26-03-2012",145,4,2,6,"Family","Yes","31-03-1995","Other","No_Sew_Water","Gravel",691429,158453,14404780,"1995","2012"
"6187",6187,"P01016","Chromepet",1114,"24-02-2013",64,1,1,3,"Family","Yes","05-03-1979","Housing","No_Sew_Water","Gravel",282411,136336,9738300,"1979","2013"
"6188",6188,"P02338","Anna Nagar",1890,"22-10-2011",54,2,1,5,"Abnormal","Yes","01-11-1971","Housing","No_Sew_Water","Gravel",374737,214135,13383450,"1971","2011"
"6189",6189,"P06763","KK Nagar",2363,"01-06-2009",64,4,2,6,"Normal Sale","No","07-06-1986","Housing","AllPub","Paved",390077,286822,11472860,"1986","2009"
"6190",6190,"P04195","Velachery",1527,"19-10-2010",17,2,1,4,"Family","No","27-10-1978","Commercial","AllPub","NoAccess",437342,121484,12148390,"1978","2010"
"6191",6191,"P07564","KK Nagar",2193,"02-10-2008",35,3,2,5,"Adj Land","Yes","08-10-1984","Other","No_Sew_Water","Paved",472218,310315,13491940,"1984","2008"
"6192",6192,"P05830","Adyar",1206,"14-12-2009",142,2,2,4,"Family","Yes","16-12-2002","Other","No_Sew_Water","NoAccess",337612,112537,9378105,"2002","2009"
"6193",6193,"P04241","Chromepet",728,"08-10-2010",149,1,1,2,"Partial","Yes","11-10-1996","Housing","ELO","Gravel",246589,53941,7705900,"1996","2010"
"6194",6194,"P02394","Chromepet",1231,"13-10-2011",23,2,1,4,"Family","Yes","16-10-1998","Housing","No_Sew_Water","NoAccess",295745,28620,9540150,"1998","2011"
"6195",6195,"P07953","Velachery",1735,"12-06-2008",182,2,1,4,"Abnormal","Yes","18-06-1984","Commercial","No_Sew_Water","Paved",570007,195002,15000180,"1984","2008"
"6196",6196,"P03149","Karapakkam",1266,"17-05-2011",0,1,1,3,"Partial","Yes","22-05-1989","Housing","No_Sew_Water","NoAccess",333274,156435,6801500,"1989","2011"
"6197",6197,"P09918","Velachery",1977,"16-10-2004",93,3,2,5,"Normal Sale","No","29-10-1952","Housing","ELO","NoAccess",250536,148756,7829240,"1952","2004"
"6198",6198,"P04803","TNagar",1915,"28-06-2010",4,2,1,5,"Family","Yes","05-07-1982","Housing","ELO","NoAccess",336613,228897,13464510,"1982","2010"
"6199",6199,"P08466","Chromepet",1295,"23-12-2007",126,2,1,4,"Partial","Yes","31-12-1972","Other","No_Sew_Water","Gravel",335049,173301,11553400,"1972","2007"
"6200",6200,"P06250","Chromepet",749,"29-09-2009",55,1,1,2,"Abnormal","No","30-09-2004","Commercial","No_Sew_Water","NoAccess",305413,124074,9544150,"2004","2009"
"6201",6201,"P00099","TNagar",1884,"12-12-2014",77,2,1,5,"Abnormal","Yes","15-12-2003","Commercial","ELO","NoAccess",655925,389456,20497670,"2003","2014"
"6202",6202,"P04607","KK Nagar",1361,"01-08-2010",60,2,1,4,"Abnormal","Yes","02-08-2005","Other","No_Sew_Water","Gravel",457413,180838,10637520,"2005","2010"
"6203",6203,"P04104","KK Nagar",1934,"07-11-2010",28,3,2,5,"Family","No","13-11-1987","Housing","No_Sew_Water","Gravel",425711,261976,10915660,"1987","2010"
"6204",6204,"P08940","Chromepet",1055,"11-06-2007",72,1,1,3,"Abnormal","Yes","17-06-1980","Housing","AllPub","Paved",330437,160212,10013250,"1980","2007"
"6205",6205,"P07184","Chromepet",851,"26-01-2009",0,1,1,3,"Abnormal","Yes","28-01-2004","Other","ELO","Gravel",305989,173394,10199620,"2004","2009"
"6206",6206,"P04248","Chromepet",1118,"07-10-2010",176,1,1,3,"Partial","Yes","12-10-1990","Housing","No_Sew_Water","NoAccess",228323,40772,8154400,"1990","2010"
"6207",6207,"P03019","Karapakkam",1451,"13-06-2011",32,2,2,4,"Partial","No","22-06-1972","Housing","No_Sew_Water","NoAccess",225080,98816,5489750,"1972","2011"
"6208",6208,"P04383","KK Nagar",2470,"13-09-2010",70,4,2,6,"Family","No","19-09-1985","Housing","AllPub","Paved",407138,151223,11632500,"1985","2010"
"6209",6209,"P00468","Chromepet",935,"25-03-2014",78,1,1,3,"Partial","No","26-03-2008","Commercial","AllPub","NoAccess",342752,154791,11056500,"2008","2014"
"6210",6210,"P06347","KK Nagar",2500,"10-09-2009",137,4,2,6,"Abnormal","No","18-09-1979","Housing","No_Sew_Water","Paved",557226,133250,12113600,"1979","2009"
"6211",6211,"P04052","Anna Nagar",1984,"17-11-2010",191,2,1,5,"Partial","No","25-11-1976","Commercial","No_Sew_Water","Gravel",743552,371776,20654230,"1976","2010"
"6212",6212,"P07923","Anna Nagar",1818,"24-06-2008",111,2,1,5,"Adj Land","No","01-07-1982","Other","AllPub","Gravel",405693,285488,15025660,"1982","2008"
"6213",6213,"P08921","Velachery",1741,"17-06-2007",109,2,1,4,"Adj Land","No","18-06-2002","Other","No_Sew_Water","NoAccess",329738,208834,10991250,"2002","2007"
"6214",6214,"P05300","Chromepet",1065,"23-03-2010",127,1,1,3,"Adj Land","No","01-04-1973","Other","No_Sew_Water","Paved",232284,26802,8934000,"1973","2010"
"6215",6215,"P08608","Chromepet",858,"24-10-2007",129,1,1,3,"Adj Land","No","27-10-1993","Commercial","No_Sew_Water","Gravel",382718,150768,11597500,"1993","2007"
"6216",6216,"P01052","Chromepet",702,"23-01-2013",14,1,1,2,"Abnormal","No","28-01-1996","Housing","AllPub","Paved",205995,90123,6437350,"1996","2013"
"6217",6217,"P04476","Karapakkam",613,"23-08-2010",27,1,1,2,"Normal Sale","No","27-08-1993","Housing","AllPub","Gravel",152162,88094,4004250,"1993","2010"
"6218",6218,"P01085","Anna Nagar",1896,"07-01-2013",101,2,1,5,"Normal Sale","No","14-01-1985","Commercial","AllPub","Paved",682594,393009,20684660,"1985","2013"
"6219",6219,"P05725","Karapakkam",833,"03-01-2010",154,1,1,2,"Normal Sale","No","14-01-1967","Other","AllPub","NoAccess",163356,58808,3267125,"1967","2010"
"6220",6220,"P06433","KK Nagar",2047,"20-08-2009",122,3,2,5,"Family","No","22-08-2001","Other","No_Sew_Water","Gravel",508503,272855,12402500,"2001","2009"
"6221",6221,"P02480","TNagar",1579,"26-09-2011",94,1,1,4,"Family","Yes","06-10-1968","Commercial","AllPub","Gravel",516356,363362,19124310,"1968","2011"
"6222",6222,"P09390","Chromepet",988,"25-12-2006",53,1,1,3,"Family","Yes","03-01-1972","Commercial","AllPub","Paved",336550,180295,12019650,"1972","2006"
"6223",6223,"P09474","TNagar",1667,"20-11-2006",60,1,1,4,"Partial","Yes","24-11-1989","Other","No_Sew_Water","NoAccess",336900,134760,13476000,"1989","2006"
"6224",6224,"P06015","Karapakkam",1184,"09-11-2009",29,1,1,3,"Family","No","16-11-1982","Housing","ELO","NoAccess",170696,68279,3793250,"1982","2009"
"6225",6225,"P09464","Velachery",1733,"24-11-2006",0,2,1,4,"Abnormal","No","07-12-1952","Commercial","No_Sew_Water","NoAccess",341368,88095,11011880,"1952","2006"
"6226",6226,"P08622","Chromepet",1106,"19-10-2007",139,1,1,3,"Family","Yes","26-10-1977","Housing","ELO","Gravel",234179,54041,9006900,"1977","2007"
"6227",6227,"P07131","KK Nagar",2058,"12-02-2009",48,4,2,6,"Normal Sale","No","14-02-2004","Commercial","No_Sew_Water","Gravel",717230,170769,17076900,"2004","2009"
"6228",6228,"P05293","Chromepet",1055,"24-03-2010",138,1,1,3,"Abnormal","Yes","27-03-1998","Housing","No_Sew_Water","NoAccess",246372,149583,8799000,"1998","2010"
"6229",6229,"P00310","TNagar",1735,"10-07-2014",2,1,1,4,"Adj Land","Yes","19-07-1977","Other","ELO","NoAccess",497626,113743,14217890,"1977","2014"
"6230",6230,"P08797","Chromepet",809,"14-08-2007",37,1,1,3,"Abnormal","No","21-08-1978","Housing","AllPub","Paved",242482,29392,7347950,"1978","2007"
"6231",6231,"P06155","KK Nagar",1335,"12-10-2009",113,2,1,4,"Abnormal","No","14-10-2001","Housing","No_Sew_Water","Gravel",279625,207464,9020160,"2001","2009"
"6232",6232,"P04906","Karapakkam",652,"06-06-2010",128,1,1,2,"Family","No","15-06-1975","Other","AllPub","NoAccess",244500,40750,5093750,"1975","2010"
"6233",6233,"P05966","Chromepet",1095,"20-11-2009",131,1,1,3,"Partial","Yes","22-11-2003","Other","AllPub","Gravel",372954,67810,11301650,"2003","2009"
"6234",6234,"P02181","Karapakkam",1477,"22-11-2011",47,2,2,4,"Adj Land","No","25-11-1998","Housing","ELO","Paved",368892,169076,7685250,"1998","2011"
"6235",6235,"P03276","Velachery",1819,"21-04-2011",190,3,2,5,"Partial","No","29-04-1976","Other","No_Sew_Water","Paved",310069,175985,8380250,"1976","2011"
"6236",6236,"P00449","TNagar",1982,"06-04-2014",152,2,1,5,"Adj Land","Yes","11-04-1995","Housing","No_Sew_Water","Gravel",397023,111167,15880930,"1995","2014"
"6237",6237,"P01405","Anna Nagar",1599,"31-05-2012",29,1,1,4,"Normal Sale","No","10-06-1973","Housing","ELO","Gravel",341746,125307,11391530,"1973","2012"
"6238",6238,"P03687","Chromepet",941,"31-01-2011",34,1,1,3,"Adj Land","No","08-02-1978","Other","No_Sew_Water","Gravel",261795,77569,9696120,"1978","2011"
"6239",6239,"P07810","Chromepet",1198,"25-07-2008",113,1,1,3,"Abnormal","No","04-08-1969","Housing","No_Sew_Water","Paved",288661,81186,9020650,"1969","2008"
"6240",6240,"P07556","Adyar",967,"04-10-2008",194,1,1,3,"Partial","Yes","13-10-1973","Commercial","ELO","Paved",320273,40034,10008525,"1973","2008"
"6241",6241,"P04391","Velachery",1637,"10-09-2010",155,2,1,4,"Adj Land","Yes","12-09-2001","Other","No_Sew_Water","Paved",424542,121298,12129780,"2001","2010"
"6242",6242,"P04258","Karapakkam",1678,"04-10-2010",147,2,2,4,"Normal Sale","No","16-10-1963","Other","No_Sew_Water","NoAccess",236793,169138,6765500,"1963","2010"
"6243",6243,"P08132","Adyar",1023,"13-04-2008",8,1,1,3,"Adj Land","No","16-04-1998","Other","AllPub","Paved",265436,8848,8847850,"1998","2008"
"6244",6244,"P04691","Karapakkam",774,"17-07-2010",78,1,1,2,"Normal Sale","No","22-07-1989","Housing","ELO","Gravel",196843,86977,4577750,"1989","2010"
"6245",6245,"P09453","Chromepet",1032,"30-11-2006",153,1,1,3,"Normal Sale","No","08-12-1973","Commercial","No_Sew_Water","Gravel",373758,140159,11679950,"1973","2006"
"6246",6246,"P00460","Chromepet",889,"31-03-2014",149,1,1,3,"Abnormal","Yes","08-04-1980","Other","No_Sew_Water","Gravel",280292,100104,10010430,"1980","2014"
"6247",6247,"P05647","Karapakkam",974,"18-01-2010",97,1,1,3,"Partial","No","29-01-1968","Housing","No_Sew_Water","Paved",259182,123701,5890500,"1968","2010"
"6248",6248,"P03557","Karapakkam",790,"01-03-2011",73,1,1,2,"Abnormal","Yes","13-03-1961","Housing","ELO","Paved",235229,55348,6918500,"1961","2011"
"6249",6249,"P03983","Karapakkam",931,"30-11-2010",86,1,1,3,"Family","No","06-12-1985","Housing","ELO","Paved",169826,82340,5146250,"1985","2010"
"6250",6250,"P09508","Adyar",659,"31-10-2006",110,1,1,2,"Family","Yes","06-11-1981","Housing","AllPub","Gravel",270163,7946,7945975,"1981","2006"
"6251",6251,"P03072","KK Nagar",2120,"31-05-2011",143,3,2,5,"Partial","Yes","02-06-2000","Commercial","AllPub","Gravel",558127,167438,18604220,"2000","2011"
"6252",6252,"P08454","Chromepet",843,"26-12-2007",142,1,1,3,"Family","No","28-12-1996","Other","No_Sew_Water","NoAccess",191328,44153,7358760,"1996","2007"
"6253",6253,"P00821","Chromepet",736,"03-07-2013",143,1,1,2,"Abnormal","No","10-07-1985","Commercial","No_Sew_Water","Gravel",301939,94356,9435600,"1985","2013"
"6254",6254,"P00616","Chromepet",1053,"25-11-2013",121,1,1,3,"Family","Yes","03-12-1980","Housing","No_Sew_Water","NoAccess",211133,117296,7819750,"1980","2013"
"6255",6255,"P03428","Velachery",1596,"29-03-2011",87,2,1,4,"Partial","No","30-03-2005","Commercial","ELO","Gravel",426242,200584,12536520,"2005","2011"
"6256",6256,"P01711","Karapakkam",1368,"22-02-2012",108,2,2,4,"Normal Sale","No","06-03-1962","Housing","AllPub","NoAccess",195498,103180,5430500,"1962","2012"
"6257",6257,"P02571","Anna Nagar",1544,"10-09-2011",26,1,1,4,"Adj Land","No","18-09-1976","Other","No_Sew_Water","Gravel",423737,105934,13241770,"1976","2011"
"6258",6258,"P07776","KK Nagar",1486,"07-08-2008",6,2,1,4,"Abnormal","No","09-08-2003","Commercial","No_Sew_Water","Paved",439240,213345,12549700,"2003","2008"
"6259",6259,"P00664","Chromepet",1285,"30-10-2013",40,2,1,4,"Abnormal","No","06-11-1987","Other","No_Sew_Water","NoAccess",288856,55908,9317950,"1987","2013"
"6260",6260,"P02466","Karapakkam",1501,"29-09-2011",156,2,2,4,"Normal Sale","Yes","05-10-1984","Housing","No_Sew_Water","Gravel",371076,123692,7730750,"1984","2011"
"6261",6261,"P07861","KK Nagar",2218,"10-07-2008",162,3,2,5,"Adj Land","No","14-07-1993","Other","No_Sew_Water","Gravel",381938,152775,12731260,"1993","2008"
"6262",6262,"P09146","Chromepet",1117,"20-03-2007",133,1,1,3,"Normal Sale","Yes","21-03-2001","Housing","No_Sew_Water","NoAccess",246778,49356,9871100,"2001","2007"
"6263",6263,"P02298","Anna Nagar",1561,"29-10-2011",142,1,1,4,"Abnormal","No","02-11-1994","Housing","No_Sew_Water","Paved",351093,203861,11325590,"1994","2011"
"6264",6264,"P04865","Karapakkam",792,"15-06-2010",183,1,1,2,"Family","No","27-06-1960","Other","ELO","Gravel",129465,90626,4315500,"1960","2010"
"6265",6265,"P07444","Adyar",1212,"07-11-2008",48,2,2,4,"Abnormal","No","13-11-1984","Housing","No_Sew_Water","Paved",286674,98544,8958560,"1984","2008"
"6266",6266,"P06206","TNagar",1977,"06-10-2009",155,2,1,5,"Abnormal","No","14-10-1976","Housing","ELO","NoAccess",327617,194143,12133960,"1976","2009"
"6267",6267,"P09015","Anna Nagar",1965,"13-05-2007",156,2,1,5,"Partial","No","18-05-1985","Commercial","No_Sew_Water","Gravel",644310,199958,22217590,"1985","2007"
"6268",6268,"P04544","Karapakkam",775,"11-08-2010",29,1,1,2,"Normal Sale","No","23-08-1961","Housing","No_Sew_Water","Paved",249063,59775,4981250,"1961","2010"
"6269",6269,"P07354","Chromepet",892,"11-12-2008",155,1,1,3,"Adj Land","Yes","19-12-1976","Other","ELO","NoAccess",282752,111387,8568240,"1976","2008"
"6270",6270,"P04124","KK Nagar",1696,"02-11-2010",83,2,1,4,"Abnormal","No","08-11-1985","Other","No_Sew_Water","Paved",409359,232591,9303620,"1985","2010"
"6271",6271,"P09563","Chromepet",833,"10-10-2006",173,1,1,3,"Partial","No","11-10-2001","Commercial","No_Sew_Water","Paved",276935,138468,9890550,"2001","2006"
"6272",6272,"P04225","Karapakkam",541,"12-10-2010",15,1,1,2,"Normal Sale","Yes","19-10-1982","Other","No_Sew_Water","NoAccess",281783,89931,5995375,"1982","2010"
"6273",6273,"P07519","KK Nagar",1414,"16-10-2008",9,2,1,4,"Normal Sale","Yes","18-10-2002","Other","No_Sew_Water","Gravel",433952,247973,10332200,"2002","2008"
"6274",6274,"P02402","Velachery",1966,"11-10-2011",35,3,2,5,"Abnormal","No","13-10-2001","Commercial","AllPub","Paved",508782,238492,15899450,"2001","2011"
"6275",6275,"P01069","Chromepet",704,"15-01-2013",127,1,1,2,"Partial","Yes","23-01-1983","Other","No_Sew_Water","NoAccess",217559,31080,7769980,"1983","2013"
"6276",6276,"P03193","Chromepet",871,"08-05-2011",2,1,1,3,"Abnormal","No","11-05-1997","Other","No_Sew_Water","Gravel",263614,65903,9414770,"1997","2011"
"6277",6277,"P07680","KK Nagar",1380,"04-09-2008",81,2,1,4,"Normal Sale","Yes","07-09-1997","Other","AllPub","Gravel",342025,262219,11400820,"1997","2008"
"6278",6278,"P00228","TNagar",1885,"08-09-2014",113,2,1,5,"Normal Sale","No","13-09-1993","Commercial","ELO","NoAccess",803512,370852,20602870,"1993","2014"
"6279",6279,"P06368","Karapakkam",916,"04-09-2009",176,1,1,3,"Abnormal","Yes","07-09-1996","Other","No_Sew_Water","Paved",208554,76836,5488250,"1996","2009"
"6280",6280,"P08591","Chromepet",1115,"28-10-2007",39,1,1,3,"Partial","No","06-11-1969","Commercial","No_Sew_Water","Paved",365445,48726,12181500,"1969","2007"
"6281",6281,"P07180","Chromepet",919,"27-01-2009",34,1,1,3,"Adj Land","No","30-01-1997","Commercial","AllPub","Paved",317425,102029,11336600,"1997","2009"
"6282",6282,"P05223","Karapakkam",883,"07-04-2010",115,1,1,2,"Partial","No","13-04-1985","Other","No_Sew_Water","NoAccess",182222,52642,4049375,"1985","2010"
"6283",6283,"P04218","KK Nagar",2065,"14-10-2010",29,3,2,5,"Adj Land","Yes","18-10-1992","Housing","AllPub","Gravel",651668,117300,13033360,"1992","2010"
"6284",6284,"P02727","Velachery",1869,"10-08-2011",106,3,2,5,"Normal Sale","No","11-08-2006","Other","AllPub","Gravel",412454,176766,11784400,"2006","2011"
"6285",6285,"P09126","Velachery",1625,"30-03-2007",181,2,1,4,"Adj Land","No","01-04-1997","Commercial","AllPub","Paved",496928,241365,14197950,"1997","2007"
"6286",6286,"P06094","Karapakkam",537,"24-10-2009",186,1,1,2,"Partial","Yes","04-11-1967","Housing","No_Sew_Water","Paved",250604,74648,5332000,"1967","2009"
"6287",6287,"P09280","Velachery",1534,"02-02-2007",189,2,1,4,"Adj Land","Yes","12-02-1965","Housing","No_Sew_Water","NoAccess",289647,106204,9654890,"1965","2007"
"6288",6288,"P00723","Chromepet",1082,"12-09-2013",0,1,1,3,"Partial","Yes","17-09-1994","Housing","No_Sew_Water","Gravel",321184,126527,9732850,"1994","2013"
"6289",6289,"P03648","Chromepet",1279,"08-02-2011",143,2,1,4,"Adj Land","No","14-02-1987","Other","ELO","Gravel",325972,67443,11240430,"1987","2011"
"6290",6290,"P08360","TNagar",1544,"31-01-2008",197,1,1,4,"Normal Sale","No","04-02-1992","Housing","AllPub","NoAccess",289167,115667,11566670,"1992","2008"
"6291",6291,"P00210","Chromepet",1101,"20-09-2014",78,1,1,3,"Family","Yes","24-09-1996","Commercial","No_Sew_Water","Paved",355568,136757,13675700,"1996","2014"
"6292",6292,"P02910","Karapakkam",1230,"30-06-2011",93,1,1,3,"Family","No","01-07-2006","Other","ELO","Paved",266364,103284,5436000,"2006","2011"
"6293",6293,"P03905","Karapakkam",956,"17-12-2010",79,1,1,3,"Normal Sale","Yes","28-12-1967","Commercial","No_Sew_Water","Paved",353568,176784,7686250,"1967","2010"
"6294",6294,"P02018","Karapakkam",552,"24-12-2011",49,1,1,2,"Adj Land","Yes","25-12-2004","Other","ELO","Paved",210170,84068,5254250,"2004","2011"
"6295",6295,"P03231","Chromepet",925,"30-04-2011",50,1,1,3,"Normal Sale","Yes","09-05-1975","Other","No_Sew_Water","NoAccess",266081,77249,8583250,"1975","2011"
"6296",6296,"P01220","Anna Nagar",1822,"18-10-2012",122,2,1,5,"Adj Land","Yes","27-10-1976","Housing","No_Sew_Water","Gravel",382908,147272,14727220,"1976","2012"
"6297",6297,"P06051","TNagar",1781,"02-11-2009",190,1,1,4,"Adj Land","Yes","04-11-2000","Commercial","AllPub","NoAccess",608669,284046,20288980,"2000","2009"
"6298",6298,"P09035","Anna Nagar",1628,"06-05-2007",4,1,1,4,"Abnormal","No","09-05-1994","Other","ELO","Gravel",366471,78530,13088250,"1994","2007"
