"","INT_SQFT","DIST_MAINROAD","N_BEDROOM","N_BATHROOM","N_ROOM","REG_FEE","COMMIS","SALES_PRICE","YEAR_BUILD","YEAR_SOLD","AREA_Adyar","AREA_AnnaNagar","AREA_Karapakkam","AREA_KKnagar","AREA_TNagar","AREA_Velachery","SALE_COND_Abnormal","SALE_COND_Family","SALE_COND_NormalSale","SALE_COND_Partial","PARK_FACIL_No","BUILDTYPE_Commercial","BUILDTYPE_Other","UTILITY_AVAIL_AllPub","UTILITY_AVAIL_ELO","STREET_Gravel","STREET_NoAccess"
"6421",1366,168,2,2,4,245192,61298,7662250,2000,2011,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"6422",1727,30,1,1,4,669722,315164,19697720,1981,2007,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
"6423",1673,102,1,1,4,417767,174069,11604630,1968,2012,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
"6424",1954,154,2,1,5,446558,253050,14885280,1985,2009,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"6425",1022,195,1,1,3,440492,101652,11294655,1991,2008,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"6426",1915,75,2,1,5,500658,135313,13531290,1984,2011,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"6427",803,41,1,1,3,184197,27288,6822110,2005,2013,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1
"6428",1241,98,2,2,4,342394,100704,10070405,2002,2009,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"6429",993,89,1,1,3,264923,122272,10189350,1996,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6430",779,176,1,1,2,318691,79673,8852535,1981,2010,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0
"6431",1972,162,3,2,5,318332,106111,10611070,1984,2010,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
"6432",2366,81,4,2,6,472245,319085,12763380,1979,2008,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"6433",1104,21,1,1,3,345035,136198,9079875,2005,2010,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"6434",1509,60,2,1,4,288877,83867,9318600,1985,2005,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
"6435",2001,181,3,2,5,825243,303151,16841700,2004,2009,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
"6436",1735,159,2,1,4,374128,163081,9593020,1967,2008,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"6437",730,142,1,1,2,310480,107062,10706200,1969,2009,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"6438",1148,116,1,1,3,278069,43448,8689650,1986,2009,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"6439",1781,50,1,1,4,420986,81481,13580180,1973,2013,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"6440",951,1,1,1,3,267887,123640,10303350,1993,2006,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1
"6441",1189,156,1,1,3,439370,131811,14645650,2004,2011,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
"6442",1899,34,3,2,5,473123,161858,12450610,1962,2010,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
"6443",1212,65,2,1,4,274880,54976,10995190,1979,2012,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
"6444",1136,148,1,1,3,283080,120094,8578170,1995,2014,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
"6445",1059,10,1,1,3,229854,80760,6212280,1975,2007,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
"6446",2172,134,3,2,5,455951,104217,13027180,1994,2011,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
"6447",2451,74,4,2,6,614042,237694,19807800,1998,2008,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
"6448",1834,142,3,2,5,508630,219948,13746750,1974,2004,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
"6449",1609,12,2,1,4,288935,183868,8755610,1991,2009,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
"6450",1845,130,2,1,5,691035,167524,20940440,1970,2012,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
"6451",2084,24,3,2,5,760155,144792,18098940,1983,2010,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0
"6452",936,110,1,1,3,305560,118829,8487780,1998,2010,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0
"6453",2403,196,4,2,6,683907,166356,18483960,2003,2011,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0
"6454",1533,70,1,1,4,422267,87366,14560920,1978,2007,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
"6455",856,83,1,1,3,264761,85407,8540670,1989,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"6456",841,190,1,1,3,339061,76562,10937450,2002,2013,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1
"6457",1083,138,1,1,3,250620,103705,8642060,1999,2012,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1
"6458",1721,31,2,1,4,290355,158376,8798650,1986,2011,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
"6459",1276,98,2,1,4,250006,28847,9615620,1973,2007,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
"6460",974,37,1,1,3,342567,200815,11812650,2006,2013,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
"6461",827,52,1,1,3,228547,6349,6348535,1999,2008,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0
"6462",1159,106,1,1,3,298702,72413,9051580,1979,2012,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1
"6463",742,108,1,1,2,168128,94151,6725100,2005,2011,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
"6464",849,198,1,1,2,416559,179878,9467250,1967,2010,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
"6465",960,116,1,1,3,254990,95621,7968450,1999,2010,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
"6466",1928,186,3,2,5,484639,176232,14686020,1994,2010,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1
"6467",1648,85,2,1,4,321926,156836,8254510,1992,2005,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1
"6468",1538,133,1,1,4,614614,122923,17560410,1988,2006,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1
"6469",715,39,1,1,2,219008,109504,7300250,1981,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"6470",1201,104,1,1,3,339946,149245,8291375,1972,2010,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0
"6471",668,128,1,1,2,197999,15231,5076885,1988,2007,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
"6472",1545,68,2,1,4,275973,155235,8624170,2004,2010,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0
"6473",1206,93,2,2,4,327575,92393,8399365,2000,2011,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
"6474",1694,32,2,1,4,520386,252759,14868160,1957,2010,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0
"6475",1656,87,1,1,4,374593,77502,12917000,1998,2013,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"6476",964,52,1,1,3,271568,135784,9052280,1973,2013,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"6477",951,118,1,1,3,355863,18730,9364825,1994,2009,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
"6478",835,79,1,1,2,206532,116174,6454125,1973,2011,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"6479",1548,123,1,1,4,351171,205859,12109340,1976,2011,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"6480",827,176,1,1,3,278450,147926,8701550,1992,2009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"6481",1834,70,3,2,5,479280,217854,10892720,1983,2009,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"6482",1840,8,3,2,5,334092,154196,8566460,1999,2007,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
"6483",1973,63,3,2,5,636288,127258,18179660,1974,2007,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0
"6484",1829,57,2,1,5,371773,180253,11265840,1968,2010,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
"6485",1851,69,2,1,5,779777,303246,21660460,2001,2009,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0
"6486",1519,24,2,2,4,544320,145152,12096000,1987,2011,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"6487",1822,140,3,2,5,472639,111209,13901150,1982,2007,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1
"6488",721,47,1,1,2,279808,142759,5710375,1980,2010,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0
"6489",1022,37,1,1,3,214048,90559,8232600,1975,2011,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
"6490",588,58,1,1,2,204262,74277,6189750,1994,2011,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"6491",1716,13,1,1,4,438769,60940,12188020,1997,2009,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
"6492",955,39,1,1,3,265955,112830,8059250,1991,2014,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"6493",817,28,1,1,2,378405,75681,8409000,1999,2011,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"6494",1036,115,1,1,3,306996,71633,10233215,1986,2007,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
"6495",1682,62,2,1,4,278508,157821,9283610,1960,2008,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
"6496",628,121,1,1,2,281331,45621,7603540,1991,2007,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1
"6497",941,55,1,1,3,307584,36910,12303350,1979,2008,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
"6498",647,10,1,1,2,198850,104396,4971250,1974,2011,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"6499",838,136,1,1,3,278056,121650,8689250,1976,2007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
"6500",849,40,1,1,2,213106,58120,6457750,1978,2009,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
"6501",1048,165,1,1,3,295471,123907,9531325,1993,2008,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
"6502",2383,181,4,2,6,942859,294644,19642900,2006,2011,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"6503",820,116,1,1,3,193748,29807,7451850,2006,2013,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
"6504",752,132,1,1,2,200690,131882,5734000,1963,2011,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
"6505",1923,39,2,1,5,407124,210128,13133030,2003,2012,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
"6506",2000,130,3,2,5,513698,211523,15108770,1960,2006,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
"6507",1412,107,2,2,4,338511,203107,9671750,2003,2012,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1
"6508",979,21,1,1,3,254336,61041,10173430,1979,2014,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
"6509",1000,80,1,1,3,315838,29610,9869950,2000,2013,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
"6510",961,141,1,1,3,324737,8327,8326585,1969,2008,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"6511",1297,175,1,1,3,435435,118755,9896250,1968,2011,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"6512",714,71,1,1,2,286825,80311,5736500,1993,2010,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1
"6513",1505,96,2,1,4,445275,98950,12368750,1997,2007,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1
"6514",1955,101,3,2,5,274724,132931,8862060,1961,2004,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1
"6515",1578,193,2,1,4,561985,182645,14049630,1965,2004,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
"6516",812,145,1,1,3,232208,94603,8600300,2005,2011,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"6517",1898,58,2,1,5,649726,81216,16243160,2002,2008,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0
"6518",1868,103,3,2,5,243305,137873,8110160,1973,2011,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1
"6519",701,102,1,1,2,209736,41947,8389450,1969,2008,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1
"6520",1068,141,1,1,3,254391,145366,9085400,2003,2006,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0
"6521",1521,168,2,1,4,325438,68513,8564170,1960,2006,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"6522",1572,113,1,1,4,309093,206062,11447880,1980,2014,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"6523",1910,73,2,1,5,615881,138573,15397020,1969,2010,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
"6524",901,174,1,1,3,217614,121864,8704550,1984,2013,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"6525",1586,55,2,1,4,266316,79175,7197730,1993,2007,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
"6526",1782,193,2,1,4,347256,75962,10851750,1989,2009,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
"6527",684,54,1,1,2,235802,142910,7145500,1970,2010,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"6528",1165,184,1,1,3,312306,137415,12492250,1985,2008,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1
"6529",698,82,1,1,2,171749,52479,4770810,1974,2008,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1
"6530",1904,57,2,1,5,553383,239301,14956290,1965,2007,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
"6531",2386,165,4,2,6,740155,350600,19477760,2003,2011,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0
"6532",1640,182,1,1,4,586091,253973,19536370,1992,2008,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"6533",1282,17,1,1,3,267433,75579,5813750,1961,2010,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6534",787,31,1,1,2,276937,67363,7484785,1972,2011,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
"6535",1508,44,2,1,4,413081,167465,11164340,1982,2011,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0
"6536",1864,184,2,NA,5,575606,124455,15556920,1997,2007,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"6537",1803,56,2,1,5,556915,185638,20626490,1989,2011,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
"6538",1200,69,1,1,3,257288,133790,10291500,1993,2007,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
"6539",1743,197,1,1,4,598641,279366,19954710,1963,2006,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0
"6540",771,3,1,1,2,196113,37714,7542800,2001,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"6541",1325,143,1,1,3,347098,147517,8677460,1987,2010,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
"6542",1569,40,2,1,4,285994,151934,8937320,2002,2008,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
"6543",1019,37,1,1,3,266239,49304,9860700,1999,2013,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"6544",1524,134,2,2,4,173200,97425,5412500,1969,2011,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"6545",1202,55,2,1,4,313720,125488,12548800,1978,2010,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1
"6546",802,67,1,1,3,303417,68514,9787650,1971,2010,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"6547",1968,136,2,1,5,903181,429011,22579530,2002,2011,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
"6548",1693,134,2,1,4,310390,65345,8168160,1957,2005,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0
"6549",932,58,1,1,3,267741,142795,8924700,1977,2007,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"6550",1071,94,1,1,3,233217,97174,6478250,1998,2011,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
"6551",1866,36,3,2,5,384325,131480,10113810,1988,2006,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
"6552",1844,118,3,2,5,306343,105306,9573230,1995,2009,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"6553",1016,87,1,1,3,240203,151239,8896420,2004,2010,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
"6554",803,141,1,1,2,280602,77945,7794500,1964,2010,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1
"6555",862,83,1,1,3,231726,111868,7990550,2002,2007,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
"6556",1500,138,2,1,4,292087,122984,7686500,1952,2007,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"6557",2491,137,4,2,6,860696,420340,20016180,1979,2008,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
"6558",1704,154,2,1,4,353192,196218,9810880,1993,2007,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
"6559",1803,108,3,2,5,588235,161765,14705880,1994,2008,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0
"6560",1541,184,1,1,4,463319,125221,12522140,1995,2008,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1
"6561",1178,82,1,1,3,419707,114466,12718400,1984,2012,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
"6562",1473,185,2,2,4,592092,265837,12083500,2000,2010,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0
"6563",594,121,1,1,2,241166,130360,6518000,1963,2011,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0
"6564",1701,110,1,1,4,593367,368297,20460930,1993,2012,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0
"6565",1169,136,1,1,3,316932,115248,7203000,1971,2010,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
"6566",1684,82,1,1,4,735253,317947,19871700,1990,2015,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
"6567",1569,191,1,1,4,586124,274746,18316390,1994,2011,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0
"6568",1232,82,2,1,4,294453,98151,9815100,1986,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
"6569",958,119,1,1,3,270035,150020,10001300,1989,2007,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1
"6570",1583,9,2,1,4,412284,105468,9588000,1980,2010,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
"6571",907,6,1,1,3,206045,26586,6646610,1975,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
"6572",1702,18,2,1,4,701843,389913,15596520,1992,2008,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"6573",739,41,1,1,2,333960,153065,6957500,1968,2010,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0
"6574",1760,130,2,1,4,211721,119975,7057360,1957,2005,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1
"6575",1956,98,3,2,5,294996,173527,8676350,1973,2008,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
"6576",714,105,1,1,2,242292,145375,9691680,2008,2014,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
"6577",1848,11,2,1,5,529009,83528,13921280,1992,2011,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
"6578",1005,196,1,1,3,403493,161397,13449750,1987,2008,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
"6579",1638,6,1,1,4,462151,194590,12161870,1991,2012,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
"6580",1294,80,2,1,4,345883,100418,11157530,2005,2014,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
"6581",1653,98,1,1,4,528334,189658,13547020,1994,2010,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
"6582",1950,48,2,1,5,449090,112272,14034060,1970,2008,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1
"6583",1841,8,3,2,5,571030,130521,16315140,1972,2004,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0
"6584",1252,58,1,1,3,344697,233504,11119250,1975,2010,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
"6585",1817,12,2,1,5,593251,217525,19775040,1984,2011,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1
"6586",1337,85,2,1,4,350199,78795,8754980,1992,2011,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
"6587",1561,144,2,1,4,295037,143304,8429640,1970,2007,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
"6588",1517,64,1,1,4,723058,180765,18076450,1990,2010,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0
"6589",1917,4,2,1,5,447179,153319,12776550,1977,2009,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1
"6590",766,183,1,1,2,195254,126341,5742750,1973,2010,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0
"6591",745,81,1,1,2,272552,97839,6988500,1985,2011,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0
"6592",1562,11,2,1,4,347943,178942,9941220,1958,2009,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
"6593",2371,54,4,2,6,611145,241911,12732180,1981,2009,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
"6594",991,114,1,1,3,243276,104261,8688420,1989,2014,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0
"6595",1582,143,2,2,4,262120,180208,8191250,1994,2010,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1
"6596",1348,65,2,2,4,531740,120850,12085000,2003,2011,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0
"6597",1933,165,3,2,5,540069,293516,11740620,1991,2009,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"6598",1737,175,2,1,4,326955,186831,9341570,1968,2004,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
"6599",2335,142,4,2,6,750333,356408,18758320,1993,2009,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
"6600",1946,90,2,1,5,378470,247461,14556550,1975,2011,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
"6601",1554,190,1,1,4,399703,103149,12893650,2002,2007,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"6602",1039,39,1,1,3,198525,51469,7352780,1986,2007,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1
"6603",1703,104,2,1,4,505021,342111,16291000,1998,2008,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
"6604",883,196,1,1,3,263187,31901,7975350,1995,2012,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"6605",1226,91,2,1,4,325538,138107,9864800,1967,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
"6606",1867,14,2,1,5,363107,93705,11713120,1967,2008,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
"6607",1950,130,2,1,5,331637,89287,12755280,1966,2010,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0
"6608",1062,105,1,1,3,269653,129833,9987140,2002,2010,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
"6609",870,131,1,1,3,266761,101185,9198650,1993,2014,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
"6610",1032,33,1,1,3,315433,73601,10514440,2004,2008,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
"6611",1015,69,1,1,3,398972,84630,12090050,2000,2010,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
"6612",2289,195,4,2,6,609344,233366,12964760,2002,2011,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0
"6613",785,109,1,1,2,275570,115562,8889360,1987,2011,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1
"6614",878,181,1,1,3,320462,82170,8216980,1979,2011,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
"6615",1884,99,2,1,5,593790,178137,14844750,1996,2015,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0
"6616",852,55,1,1,3,415123,106442,10644170,1992,2010,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0
"6617",1155,97,1,1,3,240153,58219,7277375,1999,2012,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
"6618",1650,159,1,1,4,392031,95038,11879730,1995,2014,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
"6619",1831,64,3,2,5,423120,119342,10849240,1979,2006,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0
"6620",1509,111,1,1,4,273106,63024,10504060,1986,2009,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1
"6621",1389,17,2,2,4,505517,274738,10989500,1981,2011,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"6622",1149,36,1,1,3,257116,101010,9182700,1981,2011,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0
"6623",1402,70,2,1,4,394564,263043,10960120,1984,2010,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
"6624",1781,0,1,1,4,492799,181558,12968400,1988,2013,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"6625",1632,152,2,1,4,303869,128914,9208160,2004,2010,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
"6626",1604,68,1,1,4,597184,126675,18096490,1996,2008,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
"6627",1220,114,2,1,4,229781,55148,9191250,1995,2014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
"6628",1616,76,1,1,4,484216,132059,14673210,2004,2013,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"6629",1015,25,1,1,3,235039,142702,8394250,1998,2009,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
"6630",1769,50,2,1,4,341756,143897,8993590,2001,2008,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0
"6631",1264,44,2,1,4,302485,160695,9452650,2001,2008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
